date,reference_month,afre_stock_yoy_pct,observation_status,frequency_status,definition_regime,vintage_status,available_date,pit_use_status,verification_status,source_url
2024-07-01,2024-07,8.2,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025111416274070278.pdf
2024-08-01,2024-08,8.1,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025111416274070278.pdf
2024-09-01,2024-09,8.0,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025111416274070278.pdf
2024-10-01,2024-10,7.8,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025111416274070278.pdf
2024-11-01,2024-11,7.8,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025111416274070278.pdf
2024-12-01,2024-12,8.0,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2025/11/2025111416274070278.pdf
2025-01-01,2025-01,8.0,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2026/02/2026021416101539242.htm
2025-02-01,2025-02,8.2,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2026/02/2026021416101539242.htm
2025-03-01,2025-03,8.4,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2026/02/2026021416101539242.htm
2025-04-01,2025-04,8.7,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2026/02/2026021416101539242.htm
2025-05-01,2025-05,8.7,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2026/02/2026021416101539242.htm
2025-06-01,2025-06,8.9,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2026/02/2026021416101539242.htm
2025-07-01,2025-07,9.0,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2026/02/2026021416101539242.htm
2025-08-01,2025-08,8.8,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2026/02/2026021416101539242.htm
2025-09-01,2025-09,8.7,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2026/02/2026021416101539242.htm
2025-10-01,2025-10,8.5,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2026/02/2026021416101539242.htm
2025-11-01,2025-11,8.5,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2026/02/2026021416101539242.htm
2025-12-01,2025-12,8.3,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2026/02/2026021416101539242.htm
2026-01-01,2026-01,8.2,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2026/08/2026081417011913181.htm
2026-02-01,2026-02,8.2,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2026/08/2026081417011913181.htm
2026-03-01,2026-03,7.9,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2026/08/2026081417011913181.htm
2026-04-01,2026-04,7.8,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2026/08/2026081417011913181.htm
2026-05-01,2026-05,7.7,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2026/08/2026081417011913181.htm
2026-06-01,2026-06,7.4,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2026/08/2026081417011913181.htm
2026-07-01,2026-07,7.4,HAS_VALUE,MONTHLY,POST_2023_NONDEPOSITORY_SCOPE_COMPARABLE,CURRENT_OFFICIAL_ARCHIVE,,REQUIRES_CONTEMPORANEOUS_RELEASE_DATE_FOR_STRICT_PIT,OFFICIAL_PBOC_VERIFIED,https://www.pbc.gov.cn/diaochatongjisi/attachDir/2026/08/2026081417011913181.htm
